LearningRate, FScore
0.16722323054096233, 1.0
0.26289965455838105, 1.0
0.23826438908180458, 1.0
0.16641202631408358, 1.0
0.18667614174780123, 1.0
0.8744995699710375, 1.0
0.16768511977403466, 1.0
0.35965128678978786, 1.0
0.404525286820657, 1.0
0.26839762859291183, 1.0
0.07343306097727653, 1.0
0.10792464886572939, 1.0
0.14831348553993318, 1.0
0.5692490321930473, 1.0
0.20225815548493287, 1.0
0.8122785555505339, 1.0
0.027938847327450556, 1.0
0.07216973850031994, 1.0
0.01859074360834001, 1.0
0.2137604486635205, 1.0
0.48483940523589475, 1.0
0.18334745948601439, 1.0
0.7994050873308387, 1.0
0.1921946611205141, 1.0
0.13797541828352633, 1.0
0.8936495725475367, 1.0
0.40412789719042796, 1.0
0.744551188026526, 1.0
0.5131607663317617, 1.0
0.5496391987263645, 1.0
0.3910036571535488, 1.0
0.48330570760606406, 1.0
0.19930353885586205, 1.0
0.0030048602253875956, 1.0
0.32744136698698534, 1.0
0.04190242835270663, 1.0
0.5892147619347948, 1.0
0.2124219749594376, 1.0
0.3453899799300443, 1.0
0.9914216690189609, 1.0
0.18334327504610548, 1.0
0.08205901228419532, 1.0
0.645549087190101, 1.0
0.19144479101141332, 1.0
0.012811197650634099, 1.0
0.3883279041816774, 1.0
0.8969478973467786, 1.0
0.5534492795457139, 1.0
0.6438219878372183, 1.0
0.7569609160147148, 1.0
0.9865059900073144, 1.0
0.6074336745972425, 1.0
0.2606778631570278, 1.0
0.6952922502504767, 1.0
0.6372992732394688, 1.0
0.7595115407663579, 1.0
0.37579027150348354, 1.0
0.6483893508402586, 1.0
0.10545041156094459, 1.0
0.1127566936836103, 1.0
0.17632387789449266, 1.0
0.5680233758247598, 0.9411764705882353
0.7161958521506321, 0.9411764705882353
0.8666628297482784, 0.9411764705882353
0.5811632306443754, 0.9411764705882353
0.9825958658775904, 0.9411764705882353
0.36936617901048197, 0.9411764705882353
0.7705109699204794, 0.9411764705882353
0.9345265091140504, 0.9411764705882353
0.9489364631413278, 0.9411764705882353
0.6411643548511099, 0.9411764705882353
0.671053438143549, 0.9411764705882353
0.7447490891274545, 0.9411764705882353
0.7580573304219933, 0.9411764705882353
0.9135877881307403, 0.9333333333333333
0.40892640574909855, 0.9333333333333333
0.43874499067012207, 0.9333333333333333
0.6860855323211614, 0.9333333333333333
0.6629766485088581, 0.9333333333333333
0.7049286855362565, 0.9333333333333333
0.3663324705063902, 0.9333333333333333
0.404941065468416, 0.9333333333333333
0.3736549738090106, 0.9333333333333333
0.5181058697874766, 0.9333333333333333
0.7450812741033314, 0.9333333333333333
0.8832003548442904, 0.9333333333333333
0.6379492284807166, 0.9333333333333333
0.5688051279301272, 0.9333333333333333
0.6888772841245507, 0.9333333333333333
0.8750841385416965, 0.9333333333333333
0.6058703256906354, 0.9333333333333333
0.41455164192230076, 0.9333333333333333
0.3152855114701333, 0.9333333333333333
0.7144300635612234, 0.9333333333333333
0.635195294619875, 0.9333333333333333
0.9572913749958366, 0.9333333333333333
0.5535924615351036, 0.9333333333333333
0.7379868205730967, 0.9333333333333333
0.947224914099236, 0.9333333333333333
0.6617506183396137, 0.9333333333333333
